ip_dst,ip_src,ts,flow_duration,Header_Length,Protocol Type,Duration,Rate,Srate,Drate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,urg_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Magnitue,Radius,Covariance,Variance,Weight,label
192.168.1.100,192.168.1.1,1780569475,879.7250182,31873.9,9.8,114.5,2.392256988,2.392256988,0,0,0,0,0,0,0,0,0,0.5,0.1,48.2,89.5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,633.3,63.4,168.8,103.8538095,45.51689007,118.8,0.027557302,5.5,14.29658062,64.37060326,3286.869696,0.8,38.5,CommandInjection
192.168.1.100,192.168.1.1,1780569475,145.7872862,7224.8,9.1,71.2,19.57027392,19.57027392,0,0,0,0,0,0,0,0,0,0,0,22.9,45.6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1656,46,230,107.045823,67.09272436,101,167638686.8,13.5,14.64628032,95.0032943,4515.986267,1,244.6,CommandInjection
192.168.1.100,192.168.1.1,1780569475,256.1117022,4650.8,7.8,131.1,0.164506088,0.164506088,0,0,0,0,0,1,0,0,0,0,0,23.4,40.8,0,0,0,0,0,0,0,1,0,0,0,0,1,1,774.4,78.8,318,157.2309524,89.56218401,113.4,0.046439791,5.5,17.61821144,126.6600553,9005.074729,0.9,38.5,CommandInjection
192.168.1.100,192.168.1.1,1780569475,255.4775412,5557.5,7,89,0.164598889,0.164598889,0,0,0,0,0,1,0,0,0,0,0,24.3,37,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1664.6,61.2,230,106.3950114,53.0965868,123.6,167638848.9,13.5,14.55869153,75.04896421,2844.360446,1,244.6,CommandInjection
192.168.1.100,192.168.1.1,1780569475,4.238357639,5817673,6,50,1072.703199,1072.703199,0,0,0,0,0,1,0,0,0,0,0,10,4546.5,1,0,0,0,0,0,0,1,0,0,0,0,1,1,8327,1514,1514,1514,0,1514,0.000139499,5.5,55.02726597,0,0,0,38.5,CommandInjection
192.168.1.100,192.168.1.1,1780569475,3.385925794,4146207,6,50,988.9465788,988.9465788,0,0,0,0,0,1,0,0,0,2,0,19,3347.5,1,0,0,0,0,0,0,1,0,0,0,0,1,1,23467,1514,1514,1514,0,1514,167638861.4,13.5,55.02726597,0,0,0,244.6,CommandInjection
192.168.1.100,192.168.1.1,1780569475,856.3406461,24649.4,12.6,112.4,3.676435481,3.676435481,0,0,0,0,0,0,0,0,0,0.2,0,70.2,147.1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1327.2,58,193.2,84.1449074,41.99702387,109.2,167638782.2,13.5,12.96855051,59.51275127,1931.372976,1,244.6,CommandInjection
192.168.1.100,192.168.1.1,1780569475,542.4596462,25596.6,6,92.3,0.581672902,0.581672902,0,0,0,0,0,0,0,0,0,0,0,96.7,193,0,0,0,0,0,0,0,0,0,0,0,0,1,1,677.4,78.4,209.2,128.8972222,49.23776981,122.8,0.060551,5.5,16.02811134,69.63272184,2791.329992,0.9,38.5,CommandInjection
192.168.1.100,192.168.1.1,1780569475,0.219152808,3769.4,6.6,53.8,30.95965075,30.95965075,0,0,0,0,0,1,0,0,0,1.6,0,2.2,6,0,1,0,0,0,0,0,1,0,0,0,0,1,1,5005.8,54,1279.4,304.47468,444.4030404,628,167638783.1,13.5,24.08070747,629.9783133,234667.0484,1,244.6,CommandInjection
192.168.1.100,192.168.1.1,1780569475,7.571858525,18076.8,8.2,95.8,32.08725076,32.08725076,0,0,0,0,0,1,0,0,0,1.6,0,6.4,22,0,1,0,0,0,0,0,1,0,0,0,0,1,1,15476.6,87.6,2922,1019.78339,819.3700916,666.8,167638820,13.5,45.00358941,1159.987989,673017.4764,1,244.6,CommandInjection
192.168.1.100,192.168.1.1,1780569475,141.3380382,554.2,14.2,59.7,2.292899026,2.292899026,0,0,0,0,0,0,0,0,0,0,0,1.2,4.8,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1965.7,50,215.4,124.9315602,64.75033213,177.4,167638781.1,13.5,15.76660352,91.44645313,4187.794914,1,244.6,CommandInjection
192.168.1.100,192.168.1.1,1780569475,0.925532508,1219540.2,6,54.2,1027.008373,1027.008373,0,0,0,0,0,1,0,0,0,0,0,2,950.5,1,0,0,0,0,0,0,1,0,0,0,0,1,1,7458.2,1079.6,1514,1420.282222,174.4429047,1079.6,0.003174782,5.5,53.21221506,246.6995218,103202.8124,0.3,38.5,CommandInjection
192.168.1.100,192.168.1.1,1780569475,183.2074656,2424.5,7.6,102.2,0.307241755,0.307241755,0,0,0,0,0,0,0,0,0,0,0,1.5,2.2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,755.6,60,185.8,120.9276984,56.47975711,152.5,0.016437197,5.5,15.36304945,79.8744385,4001.387963,0.8,38.5,CommandInjection
192.168.1.100,192.168.1.1,1780569475,377.8563101,6922.4,4.7,61.7,0.197136545,0.197136545,0,0,0,0,0,0,0,0,0,0.2,0,19,37.5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,512.5,55.6,186.8,85.57952381,41.89630989,102.5,0.007963705,5.5,13.01904156,59.25032966,2932.78422,0.9,38.5,CommandInjection
192.168.1.100,192.168.1.1,1780569475,463.5765143,2712.4,10.4,87.4,31.98360414,31.98360414,0,0,0,0,0,1,0,0,0,0,0.1,8.4,21.9,0,0,0,0,0,0,0,1,0,0,0,0,1,1,475.4,66,121.4,80.23198413,19.45173158,102.9,0.017780805,5.5,12.63032314,27.50890261,674.9292305,0.7,38.5,CommandInjection
192.168.1.100,192.168.1.1,1780569475,27.65295238,1502.4,12,83.1,0.866675066,0.866675066,0,0,0,0,0,0,0,0,0,0.6,0,0.4,1.8,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3060,46,993.6,188.9783343,243.6883436,377.6,167638645.1,13.5,19.26035608,346.4624647,94535.66671,1,244.6,CommandInjection
192.168.1.100,192.168.1.1,1780569475,143.932935,11181.3,4.8,113.5,29.21153809,29.21153809,0,0,0,0,0,1,0,0,1.4,0,0,7.1,29,0,1,0,0,0,0,0,1,0,0,0,0,1,1,547.5,60,247.5,85.93154762,58.51704692,127.8,0.01947341,5.5,12.90544647,82.75560139,10356.82729,0.9,38.5,CommandInjection
192.168.1.100,192.168.1.1,1780569475,627.8367535,9180.3,9.3,70.3,0.331052472,0.331052472,0,0,0,0,0,0,0,0,0,0.2,0,2,8.8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,833.6,87.2,228.2,167.8950794,65.3950426,123.2,0.021967793,5.5,18.236632,92.48255616,5366.407991,0.8,38.5,CommandInjection
192.168.1.100,192.168.1.1,1780569475,0.859832144,50516.2,6,59.2,63.3783343,63.3783343,0,0,0,0,0,1,0,0,0,2,0,8,53.5,0,1,0,0,0,0,0,1,0,0,0,0,1,1,11578.2,54,1494,740.5071523,710.9401412,1065.6,167638760.6,13.5,38.36655769,1005.787754,505823.1046,1,244.6,CommandInjection
192.168.1.100,192.168.1.1,1780569475,36.05352821,4571.1,8.2,135.7,0.995316276,0.995316276,0,0,0,0,0,1,0,0,0,0,0,18.7,37.8,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1591.5,42,230,101.4769539,51.01040639,127.4,167638865.8,13.5,14.25324797,72.21785811,2631.356452,1,244.6,CommandInjection
192.168.1.100,192.168.1.1,1780569475,877.17208,32012.2,8.7,114.9,0.247388624,0.247388624,0,0,0,0,0,1,0,0,0,0,0,119.9,180.6,0,0,0,0,0,0,0,1,0,0,0,0,1,1,7075.4,60,2974,467.5910426,788.5343947,158.6,167638735.8,13.5,30.54707624,1117.576285,628110.9469,1,244.6,CommandInjection
192.168.1.100,192.168.1.1,1780569475,2.187839007,271.3,9.4,99.5,19.60386748,19.60386748,0,0,0,0,0,0,0,0,0,0.4,0.1,0.4,0.7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,992.7,71.2,337.7,168.9852381,104.5269581,169.4,0.017171788,5.5,18.2668409,147.8234418,13501.97096,0.9,38.5,CommandInjection
192.168.1.100,192.168.1.1,1780569475,15.43673658,1222.6,8.2,131.8,2.8647008,2.8647008,0,0,0,0,0,0,0,0,0,0,0,3.6,8.5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1016.9,87.4,385.7,196.490754,103.3777095,156.1,0.061933517,5.5,19.74869378,146.1981589,12010.6409,0.9,38.5,CommandInjection
192.168.1.100,192.168.1.1,1780569475,28.84271839,4476.2,9.3,82.8,0.90570979,0.90570979,0,0,0,0,0,0,0,0,0,0,0,19,36.2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1569.9,68.6,607.2,276.4378571,225.1867651,255.8,0.018411899,5.5,23.22355051,318.4621773,60841.47348,0.9,38.5,CommandInjection
192.168.1.100,192.168.1.1,1780569475,5.311378336,7230399,6,50,1065.166351,1065.166351,0,0,0,0,0,1,0,0,0,0,0,13,5657.5,1,0,0,0,0,0,0,1,0,0,0,0,1,1,11883,66,1514,739.2952066,706.1452876,1514,167638862.1,13.5,38.16915336,999.4245483,499985.4291,1,244.6,CommandInjection
192.168.1.100,192.168.1.1,1780569475,0.110101795,5060.2,6,99.4,97.929339,97.929339,0,0,0,0,0,1,0,0,0,2,0,3.5,9.5,0,1,0,0,0,0,0,1,0,0,0,0,1,1,5695.2,60,1466,364.8366691,508.9427305,603.8,167638712.5,13.5,27.0005527,720.8496128,261939.9978,1,244.6,CommandInjection
192.168.1.100,192.168.1.1,1780569475,2.611818099,188.3,11.6,113,42.83024586,42.83024586,0,0,0,0,0,0,0,0,0,0.3,0,0,0.1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,735.5,70.1,201.3,128.7899603,50.72620181,130.9,0.017646813,5.5,16.01090755,71.73768257,3118.114403,0.9,38.5,CommandInjection
192.168.1.100,192.168.1.1,1780569475,1320.372132,47247.8,11,132.1,0.284961523,0.284961523,0,0,0,0,0,0,0,0,0,0,0,172.3,344.2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,717.4,64.5,240.4,138.0592857,68.41623798,132,0.057540202,5.5,16.51650651,96.75517164,5227.380725,0.9,38.5,CommandInjection
192.168.1.100,192.168.1.1,1780569475,78.05105426,11172.2,7.3,103.5,1.721122269,1.721122269,0,0,0,0,0,0,0,0,0,0,0,12.4,20,0,0,0,0,0,0,0,0,0,0,0,0,1,1,890.3,58.4,404.5,144.2871032,118.8318629,156.7,0.043342805,5.5,16.66028244,168.0536322,19869.19451,0.9,38.5,CommandInjection
192.168.1.100,192.168.1.1,1780569475,57.84356658,438.9,8.2,62.3,13.2121516,13.2121516,0,0,0,0,0,0,0,0,0.1,0.7,0,2.6,4.5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,418.9,59.6,101.2,74.89936508,14.97058819,75.3,0.022804379,5.5,12.23067096,21.17160886,251.8946838,0.9,38.5,CommandInjection
192.168.1.100,192.168.1.1,1780569475,27.48521497,22585.3,7.1,64,1.297460877,1.297460877,0,0,0,0,0,1,0,0,0,0,0,15.4,35.8,1,0,0,0,0,0,0,1,0,0,0,0,1,1,27042.8,819.5,2974,1772.956174,752.4629217,1159.5,167638865.3,13.5,59.58500853,1062.421084,576193.1866,1,244.6,CommandInjection
192.168.1.100,192.168.1.1,1780569475,134.739975,11386.2,8.2,83.1,8.095659521,8.095659521,0,0,0,0,0,1,0,0,0.6,0.8,0,39.7,80.9,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2066.8,60,667,134.9287167,151.4703237,93.7,167638848.2,13.5,16.39526124,214.5768448,23160.50988,1,244.6,CommandInjection
192.168.1.100,192.168.1.1,1780569475,146.3415565,6983.4,10.5,163.7,0.5629575,0.5629575,0,0,0,0,0,0,0,0,0,0.4,0,13.9,32.8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1198.1,110.7,426.2,213.0123413,95.53532546,211.7,0.036344504,5.5,20.60967165,135.107353,14249.14522,0.9,38.5,CommandInjection
192.168.1.100,192.168.1.1,1780569475,370.9181469,18462.8,6.7,91,3.606100648,3.606100648,0,0,0,0,0,0,0,0,0,1.2,0,79.8,154.9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1716,54,230,111.2443366,53.38607123,90.9,167638762.9,13.5,14.9293109,75.54111014,2867.733062,1,244.6,CommandInjection
192.168.1.100,192.168.1.1,1780569475,4.201284957,1214.9,9.3,76.8,487.3224279,487.3224279,0,0,0,0,0,1,0,0,0.6,1.1,0,0.7,3.5,1,0,0,0,0,0,0,1,0,0,0,0,1,1,2708.1,50,699.2,174.4643418,171.952946,152,167638868.7,13.5,18.69027468,243.6752827,31211.38919,1,244.6,CommandInjection
192.168.1.100,192.168.1.1,1780569475,506.6861082,9574,10.4,133.6,0.913509129,0.913509129,0,0,0,0,0,0,0,0,0,0.4,0,13.1,20.6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2808.3,60,414,180.9603845,127.9383159,176,167638739.6,13.5,19.03900048,181.2597265,16453.74846,1,244.6,CommandInjection
192.168.1.100,192.168.1.1,1780569475,76.68612745,4563.4,10.9,93.2,0.601209783,0.601209783,0,0,0,0,0,0,0,0,0,0,0,15.4,31.4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1834.3,46,225.2,118.3211265,64.80846579,107.7,167638647.2,13.5,15.39555869,91.78980762,4216.149058,1,244.6,CommandInjection
192.168.1.100,192.168.1.1,1780569475,6.823160648,1218,8.8,93.2,12.38579051,12.38579051,0,0,0,0,0,0,0,0,0,0.8,0,4.2,8.7,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1727.2,54,276,110.2636751,69.42346073,134.4,167638863.5,13.5,14.85683144,98.32582455,4841.795049,1,244.6,CommandInjection
192.168.1.100,192.168.1.1,1780569475,17.29320714,1008.1,14.8,113.1,69.30739616,69.30739616,0,0,0,0,0,0,0,0,0,0.2,0,0.9,2.9,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2533.6,68,2067.8,526.0566667,757.5406501,308.8,0.039120102,5.5,31.08297633,1071.324261,655774.4208,0.9,38.5,CommandInjection
192.168.1.100,192.168.1.1,1780569475,612.9664386,21790.5,6.6,111.8,0.351847502,0.351847502,0,0,0,0,0,1,0,0,0,0,0,99.1,198.2,0,1,0,0,0,0,0,1,0,0,0,0,1,1,522.1,64.9,137.3,98.38972222,27.5484144,92.9,0.013487911,5.5,14.00912775,38.95934127,853.1047466,0.9,38.5,CommandInjection
192.168.1.100,192.168.1.1,1780569475,0.604014325,192.9,13.8,82.4,49396.61578,49396.61578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,752,88.4,176.1,127.0965079,33.87489168,142.2,0.0246948,5.5,15.89104897,47.90633123,1528.882267,0.9,38.5,CommandInjection
192.168.1.100,192.168.1.1,1780569475,80.14607177,1846.3,9.4,149.5,0.108796842,0.108796842,0,0,0,0,0,0,0,0,0,0,0,0.8,3.4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1868.3,56.4,230,121.1125112,58.45355163,122.3,167638651.1,13.5,15.55852495,82.86965114,3440.357689,1,244.6,CommandInjection
192.168.1.100,192.168.1.1,1780569475,313.0845454,4044.3,9.3,114.5,0.195431593,0.195431593,0,0,0,0,0,0,0,0,0,0.3,0,13.7,20.7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,783.7,98,242,160.0619048,61.57024349,134,0.060604787,5.5,17.7612872,87.07347338,4572.40398,0.9,38.5,CommandInjection
192.168.1.100,192.168.1.1,1780569475,0.229012394,8870.2,6,155.7,93.49309959,93.49309959,0,0,0,0,0,1,0,0,0.6,2,0,7.2,20.5,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1549.2,125.6,819.5,332.5196032,285.0211315,210.8,0.005400085,5.5,25.40158067,403.0807497,90959.77032,0.9,38.5,CommandInjection
192.168.1.100,192.168.1.1,1780569475,1.001567674,94398.4,6,56,78.88400919,78.88400919,0,0,0,0,0,1,0,0,0,2,0,6.2,86.6,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1435.4,50,351.6,86.72575523,78.04668918,351.6,167638688.4,13.5,12.46252051,94.87569792,20376.66253,1,244.6,CommandInjection
192.168.1.100,192.168.1.1,1780569475,224.6276752,1527,5.9,160.3,0.371889283,0.371889283,0,0,0,0,0,1,0,0,0,0,0,6.3,10.5,0,0,0,0,0,0,0,1,0,0,0,0,1,1,540.1,56.4,155.9,90.11392857,34.29854694,102.3,0.032635999,5.5,13.35563932,48.50547025,1546.250004,0.8,38.5,CommandInjection
192.168.1.100,192.168.1.1,1780569475,2.933700562,3974673.4,6,62.6,1059.248978,1059.248978,0,0,0,0,0,1,0,0,0,0,0,7,3107.5,1,0,0,0,0,0,0,1,0,0,0,0,1,1,4517.4,66,1514,293.5495464,511.9472274,210.8,167638861.9,13.5,24.24968366,725.5163654,263922.1826,1,244.6,CommandInjection
192.168.1.100,192.168.1.1,1780569475,108.6021134,26030.9,8.2,70.4,3.733546384,3.733546384,0,0,0,0,0,1,0,0,0.2,1.2,0,23.6,44.5,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1781.7,64.8,1020,295.7766667,345.6491198,384,0.03538959,5.5,23.75904479,488.821673,145037.5524,0.9,38.5,CommandInjection
192.168.1.100,192.168.1.1,1780569475,2.853245234,684.2,8.8,99,32.80172551,32.80172551,0,0,0,0,0,1,0,0,0,0.4,0,2.6,5.7,0,1,0,0,0,0,0,1,0,0,0,0,1,1,519.8,66.8,160.4,88.15134921,33.16044052,98.2,0.053527403,5.5,13.22820178,46.89594472,1723.962257,0.9,38.5,CommandInjection
192.168.1.100,192.168.1.1,1780569475,4.492337561,5593221,6,50,994.9162885,994.9162885,0,0,0,0,0,1,0,0,0,2,0,22,4468.5,1,0,0,0,0,0,0,1,0,0,0,0,1,1,23467,1514,1514,1514,0,1514,167638861.5,13.5,55.02726597,0,0,0,244.6,CommandInjection
192.168.1.100,192.168.1.1,1780569475,1589.204418,51556.9,7.8,168,0.252822243,0.252822243,0,0,0,0,0,1,0,0,0,0,0,200.5,398.7,0,0,0,0,0,0,0,1,0,0,0,0,1,1,4167.5,55.8,1514,274.8070089,411.6128826,107.6,167638815.3,13.5,23.40844125,583.4503574,171152.2399,1,244.6,CommandInjection
192.168.1.100,192.168.1.1,1780569475,369.9681256,20951.9,8.2,58.5,6.839203988,6.839203988,0,0,0,0,0,1,0,0,0.1,1,0,80.6,127.1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3388.5,57.6,476.8,219.4892366,139.3136902,189,167638760.9,13.5,20.98517554,196.8725514,19406.68654,1,244.6,CommandInjection
192.168.1.100,192.168.1.1,1780569475,2.261360359,2915970.6,6,55.6,1026.676338,1026.676338,0,0,0,0,0,1,0,0,0,2,0,16,2320.5,1,0,0,0,0,0,0,1,0,0,0,0,1,1,5720.6,645.2,1514,1180.040635,413.1257123,934.8,0.005436993,5.5,48.19942843,584.2479853,285997.5044,0.6,38.5,CommandInjection
192.168.1.100,192.168.1.1,1780569475,1.002632284,8070.4,6,191.1,20.39514765,20.39514765,0,0,0,0,0,1,0,0,0.5,2,0,7.1,19.5,0,1,0,0,0,0,0,1,0,0,0,0,1,1,5836.4,66,1494,384.8971566,530.6634957,133,167638850.6,13.5,27.74802723,751.7443488,283768.2684,1,244.6,CommandInjection
192.168.1.100,192.168.1.1,1780569475,363.1287426,5564.1,8.6,81.4,0.136780243,0.136780243,0,0,0,0,0,0,0,0,0,0,0,17.4,34.5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,467.6,57.9,134.1,81.96051587,29.58488523,104.3,0.021223998,5.5,12.761375,41.83934594,1403.249128,0.9,38.5,CommandInjection
192.168.1.100,192.168.1.1,1780569475,0.988914871,317287.2,6,58,317.2998183,317.2998183,0,0,0,0,0,1,0,0,0,2,0,6.4,280.9,1,0,0,0,0,0,0,1,0,0,0,0,1,1,5286.2,645.2,1514,1134.991746,413.1257123,645.2,0.000395107,5.5,47.06246815,584.2479853,285997.5044,0.6,38.5,CommandInjection
192.168.1.100,192.168.1.1,1780569475,0.515590715,116989.8,6,137.2,220.1260632,220.1260632,0,0,0,0,0,1,0,0,0,2,0,32.2,112.5,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2647.8,208.8,1494,576.68,559.9669945,637.2,0.0003263,5.5,32.82921196,791.9129181,352938.36,0.9,38.5,CommandInjection
192.168.1.100,192.168.1.1,1780569475,25.8215183,2136.7,10.5,92.4,56.39667228,56.39667228,0,0,0,0,0,0,0,0,0.4,0.3,0,1,3.7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,530.8,43,149.3,86.20063492,34.58742189,105.3,0.010970306,5.5,13.00670159,48.91400113,1486.215393,0.9,38.5,CommandInjection
192.168.1.100,192.168.1.1,1780569475,162.5203203,1302.9,13.7,97.7,23.08072991,23.08072991,0,0,0,0,0,0,0,0,0,0.2,0,3.9,13.3,0,0,0,0,0,0,0,0,1,0,0,0,1,1,515.1,76.9,135,98.84738095,26.36799846,87.4,0.033690906,5.5,14.03251367,37.28998104,775.0165505,0.9,38.5,CommandInjection
192.168.1.100,192.168.1.1,1780569475,3.594852424,4891479,6,64,1062.492489,1062.492489,0,0,0,0,0,1,0,0,0,0,0,9,3819.5,1,0,0,0,0,0,0,1,0,0,0,0,1,1,2471,66,1514,162.8380992,359.8246073,66,167638861.9,13.5,18.03999759,509.9647982,130988.9377,1,244.6,CommandInjection
192.168.1.100,192.168.1.1,1780569475,3.22014811,4354878.6,6,62.6,1054.780085,1054.780085,0,0,0,0,0,1,0,0,0,0,0,8,3396.5,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1376.6,66,1079.6,224.6479365,362.0878065,210.8,0.006367207,5.5,20.26072588,512.0694868,190166.5031,0.7,38.5,CommandInjection
